,Poet,birthday
1685,Thomas%20Middleton,/poets/thomas-middleton
1686,Jay%20Wright,/poets/jay-wright
1687,Jamaal%20May,/poets/jamaal-may
1688,J.%20T.%20Barbarese,/poets/j-t-barbarese
1689,Doug%20Anderson,/poets/doug-anderson
1690,Daniel%20Groves,/poets/daniel-groves
1691,Christian%20Milne,/poets/christian-milne
1692,Lynn%20Pedersen,/poets/lynn-pedersen
1693,Melissa%20Stein,/poets/melissa-stein
1694,Sara%20Nicholson,/poets/sara-nicholson
1695,Hannah%20Brooks-Motl,/poets/hannah-brooks-motl
1696,Philip%20Lamantia,/poets/philip-lamantia
1697,Faith%20Wilson,/poets/faith-wilson
1698,Victoria%20Martinez,/poets/victoria-martinez
1699,Nikki%20Wallschlaeger,/poets/nikki-wallschlaeger
1700,Jackie%20Fox,/poets/jackie-fox
1701,Michelle%20Y.%20Burke,/poets/michelle-y-burke
1702,Phillip%20B.%20Williams,/poets/phillip-b-williams
1703,Carole%20Bernstein,/poets/carole-bernstein
1704,Isabella%20Whitney,/poets/isabella-whitney
1705,Sonnet%20L'Abbé,/poets/sonnet-labb
1706,Víctor%20Terán,/poets/vactor-teran
1707,David%20Rivard,/poets/david-rivard
1708,Andrea%20Cohen,/poets/andrea-cohen
1709,Marnie%20Walsh,/poets/marnie-walsh
1710,Thomas%20R.%20Smith,/poets/thomas-r-smith
1711,Art%20Nahill,/poets/art-nahill
1712,Sarah%20White,/poets/sarah-white
1713,Margaret%20Fuller,/poets/margaret-fuller
1714,Trish%20Crapo,/poets/trish-crapo
1715,Jeff%20Worley,/poets/jeff-worley
1716,Charles%20Harper%20Webb,/poets/charles-harper-webb
1717,Rachel%20Zucker,/poets/rachel-zucker
1718,Stanley%20Plumly,/poets/stanley-plumly
1719,An%20Li,/poets/an-li
1720,Beverley%20Bie%20Brahic,/poets/beverley-bie-brahic
1721,Susan%20B.%20Anthony%20Somers-Willett,/poets/susan-b-anthony-somers-willett
1722,Roberto%20Tejada,/poets/roberto-tejada
1723,Kathleen%20Raine,/poets/kathleen-raine
1724,Betsy%20Franco,/poets/betsy-franco
1725,John%20Rodriguez,/poets/john-rodriguez
1726,Trumbull%20Stickney,/poets/trumbull-stickney
1727,Regina%20DeSalva,/poets/regina-desalva
1728,Kit%20Robinson,/poets/kit-robinson-56d2070387548
1729,Gabriel%20Gomez,/poets/gabriel-gomez
1730,Maurice%20Manning,/poets/maurice-manning
1731,Faith%20Shearin,/poets/faith-shearin
1732,Craig%20Dworkin,/poets/craig-dworkin
1733,John%20Rybicki,/poets/john-rybicki
1734,Don%20Bogen,/poets/don-bogen
1735,Wanda%20Coleman,/poets/wanda-coleman
1736,Lilian%20Moore,/poets/lilian-moore
1737,Robert%20Haight,/poets/robert-haight
1738,Twyla%20Hansen,/poets/twyla-hansen
1739,LaWanda%20Walters,/poets/lawanda-walters
1740,Matt%20Hart,/poets/matt-hart
1741,Juliana%20Spahr,/poets/juliana-spahr
1742,Michael%20Symmons%20Roberts,/poets/michael-symmons-roberts
1743,Charlotte%20Brontë,/poets/charlotte-bronte
1744,Angela%20Narciso%20Torres,/poets/angela-torres
1745,Robert%20Penn%20Warren,/poets/robert-penn-warren
1746,Grace%20Bauer,/poets/grace-bauer
1747,John%20Maucere,/poets/john-maucere
1748,Albert%20Garcia,/poets/albert-garcia
1749,Joyce%20Armor,/poets/joyce-armor
1750,Tu%20Fu,/poets/tu-fu
1751,Richard%20Katrovas,/poets/richard-katrovas
1752,Danielle%20Chapman,/poets/danielle-chapman
1753,James%20Wright,/poets/james-wright
1754,Honor%20Moore,/poets/honor-moore
1755,Paul%20Tran,/poets/paul-tran
1756,Alfred%20Islay%20Walden,/poets/alfred-islay-walden
1757,Mary%20Ruefle,/poets/mary-ruefle
1758,Ben%20Ladouceur,/poets/ben-ladouceur
1759,Richard%20Wilbur,/poets/richard-wilbur
1760,David%20Shapiro,/poets/david-shapiro
1761,Gordon%20Henry%20Jr.,/poets/gordon-henry
1762,Kathleen%20Jamie,/poets/kathleen-jamie
1763,Jonathan%20Holden,/poets/jonathan-holden
1764,Roddy%20Lumsden,/poets/roddy-lumsden
1765,Amir%20Khadar,/poets/amir-khadar
1766,Matthew%20Arnold,/poets/matthew-arnold
1767,Gregory%20Pardlo,/poets/gregory-pardlo
1768,Lyn%20Hejinian,/poets/lyn-hejinian
1769,Theodore%20Weiss,/poets/theodore-weiss
1770,Paula%20Tatarunis,/poets/paula-tatarunis
1771,Mirza%20Asadullah%20Khan%20Ghalib,/poets/mirza-asadullah-khan-ghalib
1772,Heidy%20Steidlmayer,/poets/heidy-steidlmayer
1773,Essex%20Hemphill,/poets/essex-hemphill
1774,Seth%20Abramson,/poets/seth-abramson
1775,Lawson%20Fusao%20Inada,/poets/lawson-inada
1776,Jane%20Hirshfield,/poets/jane-hirshfield
1777,Oliver%20Baez%20Bendorf,/poets/oliver-baez-bendorf
1778,Chip%20Livingston,/poets/chip-livingston
1779,John%20Wheelwright,/poets/john-wheelwright
1780,Uvavnuk,/poets/uvavnuk
1781,W.%20S.%20Graham,/poets/w-s-graham
1782,Cole%20Swensen,/poets/cole-swensen
1783,Igor%20Klikovac,/poets/igor-klikovac
1784,Martin%20Monahan,/poets/martin-monahan
1785,Dean%20Browne,/poets/dean-browne
1786,Thomas%20Carlyle,/poets/thomas-carlyle
1787,Julie%20Sheehan,/poets/julie-sheehan
1788,Peter%20Campion,/poets/peter-campion
1789,Robert%20P.%20Baird,/poets/robert-p-baird
1790,John%20Hazard,/poets/john-hazard
1791,Kai%20Conradi,/poets/kai-conradi
1792,Farnoosh%20Fathi,/poets/farnoosh-fathi
1793,Brandon%20Brown,/poets/brandon-brown
1794,R.A.%20Villanueva,/poets/ra-villanueva
1795,Susan%20Hahn,/poets/susan-hahn
1796,Robin%20Coste%20Lewis,/poets/robin-coste-lewis
1797,James%20K.%20Baxter,/poets/james-k-baxter
1798,Carmen%20Bernier-Grand,/poets/carmen-bernier-grand
1799,Tyrone%20Williams,/poets/tyrone-williams
1800,Mary%20M.%20Brown,/poets/mary-m-brown
1801,A.%20B.%20Spellman,/poets/a-b-spellman
1802,Kathleen%20Rooney,/poets/kathleen-rooney
1803,Tui%20Scanlan,/poets/tui-scanlan
1804,Joan%20Mitchell,/poets/joan-mitchell
1805,George%20Santayana,/poets/george-santayana
1806,Thomas%20Hardy,/poets/thomas-hardy
1807,Julia%20Shipley,/poets/julia-shipley-56d20714eb2bc
1808,R.%20S.%20Thomas,/poets/r-s-thomas
1809,Mohja%20Kahf,/poets/mohja-kahf
1810,Toby%20Altman,/poets/toby-altman
1811,Dan%20Gerber,/poets/dan-gerber
1812,Linda%20Norton,/poets/linda-norton
1813,Sam%20Riviere,/poets/sam-riviere
1814,Jane%20Wong,/poets/jane-wong
1815,Rick%20Barot,/poets/rick-barot
1816,Robyn%20Sarah,/poets/robyn-sarah
1817,Alli%20Warren,/poets/alli-warren
1818,Liz%20Countryman,/poets/liz-countryman
1819,Nada%20Gordon,/poets/nada-gordon
1820,Joseph%20Ceravolo,/poets/joseph-ceravolo
1821,Deborah%20Paredez,/poets/deborah-paredez
1822,Toby%20Martinez%20de%20las%20Rivas,/poets/toby-martinez-de-las-rivas
1823,Brian%20Swann,/poets/brian-swann
1824,Linda%20Pastan,/poets/linda-pastan
1825,Jennifer%20Maiden,/poets/jennifer-maiden
1826,Neil%20Carpathios,/poets/neil-carpathios
1827,Mark%20Bibbins,/poets/mark-bibbins
1828,Michael%20Lista,/poets/michael-lista
1829,Dan%20Brown,/poets/dan-brown
1830,Emma%20Lazarus,/poets/emma-lazarus
1831,Natalie%20Scenters-Zapico,/poets/natalie-scenters-zapico
1832,Freya%20Manfred,/poets/freya-manfred
1833,Frank%20Ormsby,/poets/frank-ormsby
1834,Najwan%20Darwish,/poets/najwan-darwish
1835,Catherine%20Field,/poets/catherine-field
1836,Nick%20Twemlow,/poets/nick-twemlow
1837,Melissa%20Studdard,/poets/melissa-studdard
1838,Medbh%20McGuckian,/poets/medbh-mcguckian
1839,Richard%20Levine,/poets/richard-levine
1840,Rupert%20Brooke,/poets/rupert-brooke
1841,Ivan%20Hobson,/poets/ivan-hobson
1842,R.%20T.%20Smith,/poets/r-t-smith
1843,Indran%20Amirthanayagam,/poets/indran-amirthanayagam
1844,Clark%20Coolidge,/poets/clark-coolidge
1845,Douglas%20Kearney,/poets/douglas-kearney
1846,Bruce%20Covey,/poets/bruce-covey
1847,Diane%20Thiel,/poets/diane-thiel
1848,Elisa%20Gabbert,/poets/elisa-gabbert
1849,Zachary%20Schomburg,/poets/zachary-schomburg
1850,Ben%20Lerner,/poets/ben-lerner
1851,Dorothea%20Grossman,/poets/dorothea-grossman
1852,Joshua%20McCarter%20Simpson,/poets/joshua-mccarter-simpson
1853,Amanda%20Nadelberg,/poets/amanda-nadelberg
1854,Pascale%20Petit,/poets/pascale-petit
1855,Nestor%20Gomez,/poets/nestor-gomez
1856,Anna%20Rabinowitz,/poets/anna-rabinowitz
1857,Susan%20Hutton,/poets/susan-hutton
1858,Shirley%20Kaufman,/poets/shirley-kaufman
1859,Amelia%20Opie,/poets/amelia-opie
1860,Robert%20Wrigley,/poets/robert-wrigley
1861,Bhanu%20Kapil,/poets/bhanu-kapil
1862,Greg%20Miller,/poets/greg-miller
1863,Luis%20Chaves,/poets/luis-chaves
1864,Liz%20Howard,/poets/liz-howard
1865,Hayan%20Charara,/poets/hayan-charara
1866,Richard%20M.%20Berlin,/poets/richard-m-berlin
1867,Ofelia%20Zepeda,/poets/ofelia-zepeda
1868,Patricia%20Clark,/poets/patricia-clark
1869,Robert%20Fitterman,/poets/robert-fitterman
1870,Peg%20Duthie,/poets/peg-duthie
1871,Wayne%20Koestenbaum,/poets/wayne-koestenbaum
1872,Rick%20Snyder,/poets/rick-snyder
1873,Patty%20Seyburn,/poets/patty-seyburn
1874,Martin%20Dyar,/poets/martin-dyar
1875,Nancy%20Botkin,/poets/nancy-botkin
1876,Mina%20Loy,/poets/mina-loy
1877,Juliana%20Gray,/poets/juliana-gray
1878,Forrest%20Gander,/poets/forrest-gander
1879,Margaret%20Noodin,/poets/margaret-noodin
1880,James%20Lasdun,/poets/james-lasdun
1881,Sarah%20Dixon,/poets/sarah-dixon
1882,Michael%20Chitwood,/poets/michael-chitwood
1883,Sandra%20Simonds,/poets/sandra-simonds
1884,Christopher%20Robley,/poets/christopher-robley
1885,Saundra%20Rose%20Maley,/poets/saundra-rose-maley
1886,Walter%20McDonald,/poets/walter-mcdonald
1887,John%20Yau,/poets/john-yau
1888,Carole%20Boston%20Weatherford,/poets/carole-boston-weatherford
1889,No‘u%20Revilla,/poets/nou-revilla
1890,Claire%20Potter,/poets/claire-potter
1891,Edward%20Lear,/poets/edward-lear
1892,Robert%20Alter,/poets/robert-alter
1893,Carl%20Phillips,/poets/carl-phillips
1894,Maceo%20J.%20Whitaker,/poets/maceo-j-whitaker
1895,George%20Seferis,/poets/george-seferis
1896,Jaya%20Savige,/poets/jaya-savige
1897,Felicia%20Dorothea%20Hemans,/poets/felicia-dorothea-hemans
1898,Edith%20Wharton,/poets/edith-wharton
1899,Judson%20Mitcham,/poets/judson-mitcham
1900,Paula%20Cunningham,/poets/paula-cunningham
1901,Amanda%20Joy,/poets/amanda-joy
1902,Leontia%20Flynn,/poets/leontia-flynn
1903,Lee%20Ann%20Roripaugh,/poets/lee-ann-roripaugh
1904,Carol%20V.%20Davis,/poets/carol-v-davis
1905,Charlotte%20Smith,/poets/charlotte-smith
1906,Timothy%20Yu,/poets/timothy-yu
1907,Thomas%20R.%20Moore,/poets/thomas-r-moore
1908,Jennifer%20Moxley,/poets/jennifer-moxley
1909,Jonathan%20Galassi,/poets/jonathan-galassi
1910,Sherod%20Santos,/poets/sherod-santos
1911,Ron%20Padgett,/poets/ron-padgett
1912,Ruben%20Quesada,/poets/ruben-quesada
1913,Linda%20Hogan,/poets/linda-hogan
1914,January%20Gill%20O'Neil,/poets/january-oneil
1915,Eva%20Gore-Booth,/poets/eva-gore-booth
1916,Ben%20Purkert,/poets/ben-purkert
1917,Edmond%20Jabès,/poets/edmond-jabes
1918,Mark%20Jarman,/poets/mark-jarman
1919,Robert%20Fanning,/poets/robert-fanning
1920,Derek%20Sheffield,/poets/derek-sheffield
1921,Paige%20Lewis,/poets/paige-lewis
1922,Malachi%20Black,/poets/malachi-black
1923,Jin%20Eun-Young,/poets/jin-eun-young
1924,Rebecca%20Kai%20Dotlich,/poets/rebecca-kai-dotlich
1925,Carter%20Revard,/poets/carter-revard
1926,Robert%20Adamson,/poets/robert-adamson
1927,Ghassan%20Zaqtan,/poets/ghassan-zaqtan
1928,D.%20H.%20Lawrence,/poets/d-h-lawrence
1929,Stephen%20Connolly,/poets/stephen-connolly
1930,Matthew%20Shenoda,/poets/matthew-shenoda
1931,Sallie%20Wolf,/poets/sallie-wolf
1932,Lisa%20Grove,/poets/lisa-grove
1933,Penina%20Moise,/poets/penina-moise
1934,Queen%20Elizabeth%20I,/poets/queen-elizabeth-i
1935,Rachel%20Richardson,/poets/rachel-richardson
1936,Robert%20Morgan,/poets/robert-morgan
1937,Ella%20Wheeler%20Wilcox,/poets/ella-wheeler-wilcox
1938,Janet%20McCann,/poets/janet-mccann
1939,Hannah%20Lowe,/poets/hannah-lowe
1940,Jim%20Daniels,/poets/jim-daniels
1941,Stuart%20Mills,/poets/stuart-mills
1942,Federico%20García%20Lorca,/poets/federico-garcia-lorca
1943,Stephen%20Swinburne,/poets/stephen-swinburne
1944,Mahmoud%20Darwish,/poets/mahmoud-darwish
1945,Pablo%20Neruda,/poets/pablo-neruda
1946,Fatimah%20Asghar,/poets/fatimah-asghar
1947,Stevie%20Smith,/poets/stevie-smith
1948,Labid,/poets/labid
1949,Carmen%20Giménez%20Smith,/poets/carmen-gimenez-smith
1950,Anne%20Carson,/poets/anne-carson
1951,Tom%20Disch,/poets/tom-disch
1952,Rick%20Noguchi,/poets/rick-noguchi
1953,John%20Tipton,/poets/john-tipton
1954,Karen%20Jo%20Shapiro,/poets/karen-jo-shapiro
1955,Ernesto%20Cardenal,/poets/ernesto-cardenal
1956,Cal%20Doyle,/poets/cal-doyle
1957,Edgell%20Rickword,/poets/edgell-rickword
1958,Dave%20Lucas,/poets/dave-lucas
1959,Christina%20Pugh,/poets/christina-pugh
1960,Kyle%20Harvey,/poets/kyle-harvey
1961,Joanna%20Baillie,/poets/joanna-baillie
1962,Aileen%20Lucia%20Fisher,/poets/aileen-lucia-fisher
1963,Marina%20Tsvetaeva,/poets/marina-tsvetaeva
1964,Mary%20Karr,/poets/mary-karr
1965,Vi%20Khi%20Nao,/poets/vi-khi-nao
1966,Claude%20McKay,/poets/claude-mckay
1967,Bernadette%20Mayer,/poets/bernadette-mayer
1968,Solomon,/poets/solomon
1969,Amber%20Flora%20Thomas,/poets/amber-flora-thomas
1970,Duchess%20of%20Newcastle%20Margaret%20Cavendish,/poets/margaret-cavendish
1971,Truth%20Thomas,/poets/truth-thomas
1972,Eleni%20Sikelianos,/poets/eleni-sikelianos
1973,Patrizia%20Valduga,/poets/patrizia-valduga
1974,Philip%20Whalen,/poets/philip-whalen
1975,Dahlia%20Ravikovitch,/poets/dahlia-ravikovitch
1976,Penelope%20Shuttle,/poets/penelope-shuttle
1977,Hilda%20Raz,/poets/hilda-raz
1978,Paul%20Perry,/poets/paul-perry
1979,Giacomo%20Leopardi,/poets/giacomo-leopardi
1980,Tony%20Hoagland,/poets/tony-hoagland
1981,Caki%20Wilkinson,/poets/caki-wilkinson
1982,Juliet%20Kono,/poets/juliet-kono
1983,Kunst%20Judith%20McCune,/poets/kunst-judith-mccune
1984,Charles%20Hamilton%20Sorley,/poets/charles-hamilton-sorley
1985,Carolina%20Ebeid,/poets/carolina-ebeid
1986,Khaty%20Xiong,/poets/khaty-xiong
1987,B.%20H.%20Fairchild,/poets/b-h-fairchild
1988,Steven%20Huff,/poets/steven-huff
1989,Tom%20Raworth,/poets/tom-raworth
1990,Jacqueline%20Osherow,/poets/jacqueline-osherow
1991,David%20Bengtson,/poets/david-bengtson
1992,Nate%20Klug,/poets/nate-klug
1993,April%20Bernard,/poets/april-bernard
1994,Patricia%20Smith,/poets/patricia-smith
1995,Shirley%20Buettner,/poets/shirley-buettner
1996,Kim%20Noriega,/poets/kim-noriega
1997,Yitzhak%20Luria,/poets/yitzhak-luria
1998,Charles%20Wesley,/poets/charles-wesley
1999,Julian%20Talamantez%20Brolaski,/poets/julian-brolaski
2000,Octavio%20Paz,/poets/octavio-paz
2001,Marie%20Thurmer,/poets/marie-thurmer
2002,Patrick%20Dubost,/poets/patrick-dubost
2003,Maurice%20Kilwein%20Guevara,/poets/maurice-kilwein-guevara
2004,D.%20H.%20Tracy,/poets/d-h-tracy
2005,Amy%20Gerstler,/poets/amy-gerstler
2006,Joseph%20Stroud,/poets/joseph-stroud
2007,Francesca%20Abbate,/poets/francesca-abbate
2008,George%20Szirtes,/poets/george-szirtes
2009,Natalie%20Eilbert,/poets/natalie-eilbert
2010,Grigori%20Dashevsky,/poets/grigori-dashevsky
2011,Tony%20Barnstone,/poets/tony-barnstone
2012,Thylias%20Moss,/poets/thylias-moss
2013,Justin%20Phillip%20Reed,/poets/justin-phillip-reed
2014,Randall%20Horton,/poets/randall-horton
2015,Brian%20Russell,/poets/brian-russell
2016,Marjorie%20Agosín,/poets/marjorie-agosin
2017,John%20Sakkis,/poets/john-sakkis
2018,Catherine%20Maria%20Fanshawe,/poets/catherine-maria-fanshawe
2019,John%20Crowe%20Ransom,/poets/john-crowe-ransom
2020,Judith%20Goldman,/poets/judith-goldman
2021,Christian%20Wiman,/poets/christian-wiman
2022,Evie%20Shockley,/poets/evie-shockley
2023,Omar%20Khayaam,/poets/omar-khayaam
2024,Valerio%20Magrelli,/poets/valerio-magrelli
2025,Leslie%20Harrison,/poets/noyes-leslie-harrison
2026,John%20Hodgen,/poets/john-hodgen
2027,Joyelle%20McSweeney,/poets/joyelle-mcsweeney
2028,Eisder%20Mosquera,/poets/eisder-mosquera
2029,Diane%20Lockward,/poets/diane-lockward
2030,Haki%20R.%20Madhubuti,/poets/haki-madhubuti
2031,Valerie%20Wetlaufer,/poets/valerie-wetlaufer
2032,Laetitia%20Pilkington,/poets/laetitia-pilkington
2033,Richard%20Robbins,/poets/richard-robbins
2034,Jon%20Pineda,/poets/jon-pineda
2035,Robert%20Gibb,/poets/robert-gibb
2036,Paul%20Hoover,/poets/paul-hoover
2037,Cynthia%20Huntington,/poets/cynthia-huntington
2038,Dante%20Micheaux,/poets/dante-micheaux
2039,Carol%20Ann%20Duffy,/poets/carol-ann-duffy
2040,Juan%20Delgado,/poets/juan-delgado
2041,Ralph%20Salisbury,/poets/ralph-salisbury
2042,Patti%20Smith,/poets/patti-smith
2043,Kris%20Hemensley,/poets/kris-hemensley
2044,Tim%20Upperton,/poets/tim-upperton
2045,Vanessa%20Place,/poets/vanessa-place
2046,Farid%20Matuk,/poets/farid-matuk
2047,Bobbi%20Katz,/poets/bobbi-katz
2048,Jonterri%20Gadson,/poets/jonterri-gadson
2049,John%20Barr,/poets/john-barr
2050,Lieke%20Marsman,/poets/lieke-marsman
2051,Austin%20Segrest,/poets/austin-segrest
2052,Karina%20Borowicz,/poets/karina-borowicz
2053,Adam%20Kirsch,/poets/adam-kirsch
2054,Jasmine%20Elizabeth%20Smith,/poets/jasmine-elizabeth-smith
2055,Algernon%20Charles%20Swinburne,/poets/algernon-charles-swinburne
2056,David%20Wagoner,/poets/david-wagoner
2057,Roberta%20Hill,/poets/roberta-hill
2058,Susan%20Firer,/poets/susan-firer
2059,Terry%20Wolverton,/poets/terry-wolverton
2060,Elizabeth%20Hobbs,/poets/elizabeth-hobbs
2061,Louise%20Bogan,/poets/louise-bogan
2062,K.%20Silem%20Mohammad,/poets/k-silem-mohammad
2063,Tom%20Clark,/poets/tom-clark
2064,Alison%20Stine,/poets/alison-stine
2065,André%20Naffis-Sahely,/poets/andre-naffis-sahely
2066,Peter%20Gizzi,/poets/peter-gizzi
2067,Jehanne%20Dubrow,/poets/jehanne-dubrow
2068,Cathy%20Park%20Hong,/poets/cathy-park-hong
2069,Yolanda%20Wisher,/poets/yolanda-wisher
2070,Bryan%20Thao%20Worra,/poets/bryan-thao-worra
2071,D.%20Gilson,/poets/d-gilson
2072,Mary%20Rose%20O'Reilley,/poets/mary-rose-oreilley
2073,Amanda%20Strand,/poets/amanda-strand
2074,Virginia%20Hamilton%20Adair,/poets/virginia-hamilton-adair
2075,Timothy%20Liu,/poets/timothy-liu
2076,G.%20E.%20Murray,/poets/g-e-murray
2077,Christian%20Bök,/poets/christian-bok
2078,Stacy%20Szymaszek,/poets/stacy-szymaszek
2079,William%20Carlos%20Williams,/poets/william-carlos-williams
2080,Bryan%20D.%20Dietrich,/poets/bryan-d-dietrich
2081,Ed%20Bok%20Lee,/poets/ed-bok-lee
2082,Mike%20Puican,/poets/mike-puican
2083,Charles%20Bernstein,/poets/charles-bernstein
2084,Sina%20Queyras,/poets/sina-queyras
2085,Hannah%20Gamble,/poets/hannah-gamble
2086,John%20Fletcher,/poets/john-fletcher
2087,Trish%20Dugger,/poets/trish-dugger
2088,Maxine%20Kumin,/poets/maxine-w-kumin
2089,Aifric%20Mac%20Aodha,/poets/aifric-mac-aodha
2090,Ricardo%20Pau-Llosa,/poets/ricardo-pau-llosa
2091,Liu%20Xia,/poets/liu-xia
2092,Timothy%20Murphy,/poets/timothy-murphy
2093,Steven%20Toussaint,/poets/steven-toussaint
2094,Noah%20Buchholz,/poets/noah-buchholz
2095,Shawn%20Pittard,/poets/shawn-pittard
2096,Linda%20Kunhardt,/poets/linda-kunhardt
2097,Czeslaw%20Milosz,/poets/czeslaw-milosz
2098,Rachael%20Allen,/poets/rachael-allen
2099,Leonard%20E.%20Nathan,/poets/leonard-e-nathan
2100,Jimmy%20Santiago%20Baca,/poets/jimmy-santiago-baca
2101,Linda%20M.%20Hasselstrom,/poets/linda-m-hasselstrom
2102,Tishani%20Doshi,/poets/tishani-doshi
2103,Adam%20Fitzgerald,/poets/adam-fitzgerald
2104,Maureen%20Seaton,/poets/maureen-seaton
2105,Raymond%20McDaniel,/poets/raymond-mcdaniel
2106,Andrew%20Motion,/poets/andrew-motion
2107,Rosemary%20Tonks,/poets/rosemary-tonks
2108,Paul%20Violi,/poets/paul-violi
2109,Fred%20Marchant,/poets/fred-marchant
2110,Steven%20Cramer,/poets/steven-cramer
2111,Victoria%20Kennefick,/poets/victoria-kennefick
2112,Robert%20Burns,/poets/robert-burns
2113,Eve%20Merriam,/poets/eve-merriam
2114,Fran%20Haraway,/poets/fran-haraway
2115,Susan%20Wheeler,/poets/susan-wheeler
2116,Arthur%20Graeme%20West,/poets/arthur-graeme-west
2117,Lawrence%20Raab,/poets/lawrence-raab
2118,Dag%20T.%20Straumsvåg,/poets/dag-t-straumsvg
2119,Thomas%20Love%20Peacock,/poets/thomas-love-peacock
2120,Jack%20Agüeros,/poets/jack-agueros
2121,Martha%20Collins,/poets/martha-collins
2122,Tod%20Marshall,/poets/tod-marshall
2123,Chris%20Forhan,/poets/chris-forhan
2124,John%20Lee%20Clark,/poets/john-lee-clark
2125,Basil%20Bunting,/poets/basil-bunting
2126,Charles%20Simic,/poets/charles-simic
2127,Silvia%20Curbelo,/poets/silvia-curbelo
2128,Mary%20Atkinson,/poets/mary-atkinson
2129,Alissa%20Valles,/poets/alissa-valles
2130,Bruce%20Smith,/poets/bruce-smith
2131,Wisława%20Szymborska,/poets/wisaawa-szymborska
2132,Bob%20Hicok,/poets/bob-hicok
2133,Lucy%20Tunstall,/poets/lucy-tunstall
2134,Edna%20St.%20Vincent%20Millay,/poets/edna-st-vincent-millay
2135,Lani%20O'Hanlon,/poets/lani-ohanlon
2136,Jack%20Kerouac,/poets/jack-kerouac
2137,Rita%20Dove,/poets/rita-dove
2138,Thomas%20Moore,/poets/thomas-moore
2139,Jennifer%20Givhan,/poets/jennifer-givhan
2140,Thomas%20Carew,/poets/thomas-carew
2141,Myra%20Sklarew,/poets/myra-sklarew
2142,Lesley%20Harrison,/poets/lesley-harrison
2143,Peter%20Pereira,/poets/peter-pereira
2144,Mona%20Van%20Duyn,/poets/mona-van-duyn
2145,Sara%20Holbrook,/poets/sara-holbrook
2146,Dore%20Kiesselbach,/poets/dore-kiesselbach
2147,Katharine%20Coles,/poets/katharine-coles
2148,Frances%20Ellen%20Watkins%20Harper,/poets/frances-ellen-watkins-harper
2149,Anthony%20Lawrence,/poets/anthony-lawrence
2150,Amber%20Atiya,/poets/amber-atiya
2151,Vijay%20Seshadri,/poets/vijay-seshadri
2152,Warsan%20Shire,/poets/warsan-shire
2153,John%20Taggart,/poets/john-taggart
2154,Stephen%20O’connor,/poets/stephen-oconnor
2155,Kate%20Potts,/poets/kate-potts
2156,Charles%20Lamb,/poets/charles-lamb
2157,Bianca%20Stone,/poets/bianca-stone
2158,Diane%20Gilliam%20Fisher,/poets/diane-gilliam-fisher
2159,Joan%20Houlihan,/poets/joan-houlihan
2160,Ursula%20K.%20Le%20Guin,/poets/ursula-k-le-guin
2161,Chana%20Bloch,/poets/chana-bloch
2162,Leslie%20Adrienne%20Miller,/poets/leslie-adrienne-miller
2163,Paul%20Muldoon,/poets/paul-muldoon
2164,Sir%20Walter%20Ralegh,/poets/sir-walter-ralegh
2165,Maudelle%20Driskell,/poets/maudelle-driskell
2166,Simon%20J.%20Ortiz,/poets/simon-j-ortiz
2167,Joan%20Kane,/poets/joan-kane
2168,Göran%20Sonnevi,/poets/goran-sonnevi
2169,Suzanne%20Gardinier,/poets/suzanne-gardinier
2170,Rebecca%20Wolff,/poets/rebecca-wolff
2171,Sir%20%20Thomas%20Wyatt,/poets/thomas-wyatt
2172,Nuala%20Ní%20Dhomhnaill,/poets/nuala-ni-dhomhnaill
2173,David%20Elliott,/poets/david-elliot
2174,Sophia%20Dahlin,/poets/sophia-dahlin
2175,Dorothy%20Parker,/poets/dorothy-parker
2176,Monica%20Ferrell,/poets/monica-ferrell
2177,Alex%20Phillips,/poets/alex-phillips
2178,Jason%20Labbe,/poets/jason-labbe
2179,Clarence%20Major,/poets/clarence-major
2180,Sergey%20Gandlevsky,/poets/sergei-gandlevskii
2181,Joshua%20Weiner,/poets/joshua-weiner
2182,Philip%20Levine,/poets/philip-levine
2183,Warren%20Woessner,/poets/warren-woessner
2184,Emily%20Pauline%20Johnson,/poets/emily-pauline-johnson
2185,George%20Crabbe,/poets/george-crabbe
2186,Charlotte%20Richardson,/poets/charlotte-richardson
2187,Lionel%20G.%20Fogarty,/poets/lionel-g-fogarty
2188,Ho%20Xuan%20Huong,/poets/ho-xuan-huong
2189,Gary%20Dop,/poets/gary-dop
2190,Benjamin%20S.%20Grossberg,/poets/benjamin-s-grossberg
2191,John%20Repp,/poets/john-repp
2192,Kevin%20Goodan,/poets/kevin-goodan
2193,Clifton%20Gachagua,/poets/clifton-gachagua
2194,Quraysh%20Ali%20Lansana,/poets/quraysh-ali-lansana
2195,Sarah%20Orne%20Jewett,/poets/sarah-orne-jewett
2196,Peter%20Boyle,/poets/peter-boyle
2197,Jacob%20Shores-Argüello,/poets/jacob-shores-arguello
2198,Lydia%20Davis,/poets/lydia-davis
2199,Taylor%20Mali,/poets/taylor-mali
2200,Aphra%20Behn,/poets/aphra-behn
2201,Marilyn%20Chin,/poets/marilyn-chin
2202,John%20Poch,/poets/john-poch
2203,Khaled%20Mattawa,/poets/khaled-mattawa
2204,Kayleb%20Rae%20Candrilli,/poets/kayleb-candrilli
2205,Thulani%20Davis,/poets/thulani-davis
2206,Mary%20Moore%20Easter,/poets/mary-moore-easter
2207,Francis%20Scott%20Key,/poets/francis-scott-key
