,Poet,birthday
2208,Rob%20Schlegel,/poets/rob-schlegel
2209,Dana%20Bisignani,/poets/dana-bisignani
2210,Hadewijch%20II,/poets/hadewijch
2211,Jack%20Stewart,/poets/jack-stewart
2212,Elizabeth%20Woody,/poets/elizabeth-woody
2213,Daniel%20Scott%20Tysdal,/poets/daniel-scott-tysdal
2214,Larry%20Eigner,/poets/larry-eigner
2215,Samuel%20Green,/poets/samuel-green
2216,David%20Allan%20Evans,/poets/david-allan-evans
2217,Gaspara%20Stampa,/poets/gaspara-stampa
2218,Allison%20Seay,/poets/allison-seay
2219,Joan%20Hutton%20Landis,/poets/joan-hutton-landis
2220,Richard%20Lovelace,/poets/richard-lovelace
2221,Keith%20S.%20Wilson,/poets/keith-s-wilson
2222,Susan%20Donnelly,/poets/susan-donnelly
2223,Drew%20Swinger,/poets/drew-swinger
2224,Lewis%20Carroll,/poets/lewis-carroll
2225,Jesús%20Papoleto%20Meléndez,/poets/jesus-papoleto-melendez
2226,Catherine%20Savage%20Brosman,/poets/catherine-savage-brosman
2227,Duy%20Doan,/poets/duy-doan
2228,James%20Crews,/poets/james-crews
2229,Hadrian,/poets/hadrian
2230,Katie%20Ford,/poets/katie-ford
2231,M.L.%20Smoker,/poets/ml-smoker
2232,Amy%20Uyematsu,/poets/amy-uyematsu
2233,Jennifer%20O'Grady,/poets/jennifer-ogrady
2234,Marsha%20Truman%20Cooper,/poets/marsha-truman-cooper
2235,Susan%20Hampton,/poets/susan-hampton
2236,Brent%20Pallas,/poets/brent-pallas
2237,Kenneth%20Carroll,/poets/kenneth-carroll
2238,Gerald%20Fleming,/poets/gerald-fleming
2239,Bruce%20Mackinnon,/poets/bruce-mackinnon
2240,Caroline%20Bergvall,/poets/caroline-bergvall
2241,joanne%20burns,/poets/joanne-burns
2242,Katy%20Lederer,/poets/katy-lederer
2243,Alurista,/poets/alurista
2244,Ronald%20Johnson,/poets/ronald-johnson
2245,Jessy%20Randall,/poets/jessy-randall
2246,Richard%20Eberhart,/poets/richard-eberhart
2247,Thomas%20Hood,/poets/thomas-hood
2248,Michael%20Prior,/poets/michael-prior
2249,Alan%20Ramón%20Clinton,/poets/alan-ramon-clinton
2250,Ted%20Greenwald,/poets/ted-greenwald
2251,Walter%20Savage%20Landor,/poets/walter-savage-landor
2252,George%20Bilgere,/poets/george-bilgere
2253,Diane%20Glancy,/poets/diane-glancy
2254,Guillaume%20Apollinaire,/poets/guillaume-apollinaire
2255,Hugh%20Seidman,/poets/hugh-seidman
2256,Momtaza%20Mehri,/poets/momtaza-mehri
2257,Gerard%20Malanga,/poets/gerard-malanga
2258,Elizabeth%20Spires,/poets/elizabeth-spires
2259,Anselm%20Berrigan,/poets/anselm-berrigan
2260,Leo%20Boix,/poets/leo-boix
2261,Ha%20Jin,/poets/ha-jin
2262,Ben%20Belitt,/poets/ben-belitt
2263,Ann%20Plato,/poets/ann-plato
2264,Thom%20Gunn,/poets/thom-gunn
2265,Alexa%20Selph,/poets/alexa-selph
2266,Yvor%20Winters,/poets/yvor-winters
2267,Peter%20Cole,/poets/peter-cole
2268,Francisco%20X.%20Alarcón,/poets/francisco-x-alarcon
2269,Thomas%20Reiter,/poets/thomas-reiter
2270,Tim%20Seibles,/poets/tim-seibles
2271,Kirsten%20Ihns,/poets/kirsten-ihns
2272,John%20Spaulding,/poets/john-spaulding
2273,Marsha%20De%20La%20O,/poets/marsha-de-la-o
2274,Regie%20Cabico,/poets/regie-cabico
2275,Karen%20Solie,/poets/karen-solie
2276,Bill%20Holm,/poets/bill-holm
2277,Cortney%20Lamar%20Charleston,/poets/cortney-lamar-charleston
2278,Robert%20Hayden,/poets/robert-hayden
2279,Dana%20Ward,/poets/dana-ward
2280,Adrian%20Matejka,/poets/adrian-matejka
2281,Tacey%20M.%20Atsitty,/poets/tacey-atsitty
2282,Louis%20MacNeice,/poets/louis-macneice
2283,Ian%20Pople,/poets/ian-pople
2284,Leonard%20Gontarek,/poets/leonard-gontarek
2285,Prageeta%20Sharma,/poets/prageeta-sharma
2286,Dorothea%20Du%20Bois,/poets/dorothea-du-bois
2287,Basho,/poets/basho
2288,Emily%20Dickinson,/poets/emily-dickinson
2289,Roxane%20Beth%20Johnson,/poets/roxane-beth-johnson
2290,James%20Whitcomb%20Riley,/poets/james-whitcomb-riley
2291,Brian%20Kim%20Stefans,/poets/brian-kim-stefans
2292,Kaveh%20Akbar,/poets/kaveh-akbar
2293,Chika%20Sagawa,/poets/chika-sagawa
2294,Cathy%20Song,/poets/cathy-song
2295,Harmony%20Holiday,/poets/harmony-holiday
2296,Gwyneth%20Lewis,/poets/gwyneth-lewis
2297,Leanne%20O'Sullivan,/poets/leanne-osullivan
2298,Léonie%20Adams,/poets/laeonie-adams
2299,Kyle%20Dargan,/poets/kyle-dargan
2300,Yuki%20Tanaka,/poets/yuki-tanaka
2301,Kristen%20Tracy,/poets/kristen-tracy
2302,Sir%20Edward%20Dyer,/poets/sir-edward-dyer
2303,Charles%20Juliet,/poets/charles-juliet
2304,Rosanna%20Warren,/poets/rosanna-warren
2305,Nate%20Pritts,/poets/nate-pritts
2306,Robert%20Browning,/poets/robert-browning
2307,Tarfia%20Faizullah,/poets/tarfia-faizullah
2308,Michael%20Anania,/poets/michael-anania
2309,Elaine%20Equi,/poets/elaine-equi
2310,Richard%20Kenney,/poets/richard-kenney
2311,Anne%20Brontë,/poets/anne-bronte
2312,Marilyn%20Kallet,/poets/marilyn-kallet
2313,Kathy%20Nilsson,/poets/kathy-nilsson
2314,Arthur%20Vogelsang,/poets/arthur-vogelsang
2315,Edwin%20Arlington%20Robinson,/poets/edwin-arlington-robinson
2316,Jessie%20B.%20Rittenhouse,/poets/jessie-b-rittenhouse
2317,Julia%20Kolchinsky%20Dasbach,/poets/julia-dasbach
2318,Adonis,/poets/adonis
2319,Mark%20Vinz,/poets/mark-vinz
2320,Thomas%20Chatterton,/poets/thomas-chatterton
2321,Joanne%20Kyger,/poets/joanne-kyger
2322,April%20Halprin%20Wayland,/poets/april-halprin-wayland
2323,Linda%20Rodriguez,/poets/linda-rodriguez
2324,Gerard%20Manley%20Hopkins,/poets/gerard-manley-hopkins
2325,Karma%20Larsen,/poets/karma-larsen
2326,Sahar%20Muradi,/poets/sahar-muradi
2327,Johannes%20Göransson,/poets/johannes-goransson
2328,Kahlil%20Gibran,/poets/kahlil-gibran
2329,Zozan%20Hawez,/poets/zozan-hawez
2330,Jasmine%20Gibson,/poets/jasmine-gibson
2331,Emilie%20Buchwald,/poets/emily-buchwald
2332,Seán%20Ó%20Ríordáin,/poets/sean-o-riordain
2333,Anna%20Akhmatova,/poets/anna-akhmatova
2334,Eloise%20Klein%20Healy,/poets/eloise-klein-healy
2335,Don%20Paterson,/poets/don-paterson
2336,Sueyeun%20Juliette%20Lee,/poets/sueyeun-juliette-lee
2337,Louis%20Simpson,/poets/louis-simpson
2338,Oliver%20Goldsmith,/poets/oliver-goldsmith
2339,Deena%20Metzger,/poets/deena-metzger
2340,Philip%20Larkin,/poets/philip-larkin
2341,Ken%20Chen,/poets/ken-chen
2342,Paul%20Zimmer,/poets/paul-zimmer
2343,Jennifer%20Tonge,/poets/jennifer-tonge
2344,William%20Faulkner,/poets/william-faulkner
2345,Adrian%20C.%20Louis,/poets/adrian-c-louis
2346,Richard%20Tagett,/poets/richard-tagett
2347,Jack%20Underwood,/poets/jack-underwood
2348,Thomas%20Randolph,/poets/thomas-randolph
2349,derek%20beaulieu,/poets/derek-beaulieu
2350,Sarah%20Morgan%20Bryan%20Piatt,/poets/sarah-morgan-bryan-piatt
2351,Jupiter%20Hammon,/poets/jupiter-hammon
2352,Sarah%20Josepha%20Hale,/poets/sarah-josepha-hale
2353,Kenneth%20Fearing,/poets/kenneth-fearing
2354,Randall%20Jarrell,/poets/randall-jarrell
2355,TC%20Tolbert,/poets/tc-tolbert
2356,Barbara%20Ellen%20Sorensen,/poets/barbara-ellen-sorensen
2357,Durs%20Grünbein,/poets/durs-grunbein
2358,William%20Archila,/poets/william-archila
2359,Shel%20Silverstein,/poets/shel-silverstein
2360,Mary%20Meriam,/poets/mary-meriam
2361,Elizabeth%20Kirkham%20Mathews,/poets/elizabeth-kirkham-mathews
2362,Katia%20Kapovich,/poets/katia-kapovich
2363,Susan%20Meyers,/poets/susan-meyers
2364,Mary%20Avidano,/poets/mary-avidano
2365,Elaine%20Kahn,/poets/elaine-kahn
2366,torrin%20a.%20greathouse,/poets/torrin-a-greathouse
2367,Sarah%20Gridley,/poets/sarah-gridley
2368,Joel%20Brouwer,/poets/joel-brouwer
2369,Kirby%20Knowlton,/poets/kirby-knowlton
2370,Ronald%20Wallace,/poets/ronald-wallace
2371,Hester%20Knibbe,/poets/hester-knibbe
2372,Dara%20Wier,/poets/dara-wier
2373,Ocean%20Vuong,/poets/ocean-vuong
2374,Bruce%20Bond,/poets/bruce-bond
2375,Jeanne%20Wagner,/poets/jeanne-wagner
2376,Baron%20Brooke%20Fulke%20Greville,/poets/fulke-greville
2377,Steve%20Kistulentz,/poets/steve-kistulentz
2378,Carl%20Rakosi,/poets/carl-rakosi
2379,Samuel%20Johnson,/poets/samuel-johnson
2380,Michelle%20Menting,/poets/michelle-menting
2381,Dawn%20Lundy%20Martin,/poets/dawn-lundy-martin
2382,Donald%20Platt,/poets/donald-platt
2383,Yehuda%20Amichai,/poets/yehuda-amichai
2384,Ntozake%20Shange,/poets/ntozake-shange
2385,Kate%20Northrop,/poets/kate-northrop
2386,Elizabeth%20Willis,/poets/elizabeth-willis
2387,"Henry%20VIII,%20King%20of%20England",/poets/henry-viii
2388,Thomas%20Lodge,/poets/thomas-lodge
2389,June%20Jordan,/poets/june-jordan
2390,Graham%20Mort,/poets/graham-mort
2391,Robert%20Pack,/poets/robert-pack
2392,Jeff%20Latosik,/poets/jeff-latosik
2393,Harriet%20Monroe,/poets/harriet-monroe
2394,Lynn%20Crosbie,/poets/lynn-crosbie
2395,Mia%20Kang,/poets/mia-kang
2396,Sir%20Walter%20Scott,/poets/walter-scott
2397,Phillis%20Levin,/poets/phillis-levin
2398,Grace%20Schulman,/poets/grace-schulman
2399,Kevin%20Cantwell,/poets/kevin-cantwell
2400,Cedar%20Sigo,/poets/cedar-sigo
2401,Saadi%20Youssef,/poets/saadi-youssef
2402,Thorpe%20Moeckel,/poets/thorpe-moeckel
2403,Andrew%20Marvell,/poets/andrew-marvell
2404,John%20De%20Stefano,/poets/john-de-stefano
2405,Richard%20Brautigan,/poets/richard-brautigan
2406,James%20Monroe%20Whitfield,/poets/james-monroe-whitfield
2407,Blas%20Manuel%20De%20Luna,/poets/blas-manuel-de-luna
2408,Mark%20Doty,/poets/mark-doty
2409,Henry%20Carey,/poets/henry-carey
2410,Ann%20Snodgrass,/poets/ann-snodgrass
2411,Paisley%20Rekdal,/poets/paisley-rekdal
2412,Valerie%20Mejer%20Caso,/poets/valerie-mejer
2413,Jean%20Ingelow,/poets/jean-ingelow
2414,kari%20edwards,/poets/kari-edwards
2415,Paul%20Hostovsky,/poets/paul-hostovsky
2416,Hilaire%20Belloc,/poets/hilaire-belloc
2417,X%20J%20Kennedy,/poets/x-j-kennedy
2418,Dana%20Levin,/poets/dana-levin
2419,Rane%20Arroyo,/poets/rane-arroyo
2420,Jean%20L.%20Connor,/poets/jean-l-connor
2421,Sylvia%20Plath,/poets/sylvia-plath
2422,Jonathan%20Greene,/poets/jonathan-greene
2423,Edward%20Dorn,/poets/edward-dorn
2424,Steven%20Schneider,/poets/steven-schneider
2425,W.D.%20Ehrhart,/poets/wd-ehrhart
2426,Thomas%20McGrath,/poets/thomas-mcgrath
2427,dg%20nanouk%20okpik,/poets/dg-okpik
2428,Jon%20Leon,/poets/jon-leon
2429,Margaret%20Walker,/poets/margaret-walker
2430,Fleda%20Brown,/poets/fleda-brown
2431,John%20Lyly,/poets/john-lyly
2432,D.%20Nurkse,/poets/d-nurkse
2433,Ali%20Power,/poets/ali-power
2434,Frederick%20Seidel,/poets/frederick-seidel
2435,Gaius%20Petronius,/poets/gaius-petronius
2436,Kathleen%20Driskell,/poets/kathleen-driskell
2437,Herman%20Melville,/poets/herman-melville
2438,Patricia%20Kirkpatrick,/poets/patricia-kirkpatrick
2439,Angela%20de%20Hoyos,/poets/angela-de-hoyos
2440,Susan%20Griffin,/poets/susan-griffin
2441,Eleanor%20Hooker,/poets/eleanor-hooker
2442,Luke%20Kennard,/poets/luke-kennard
2443,Théophile%20Gautier,/poets/theophile-gautier
2444,Richard%20Hoffman,/poets/richard-hoffman
2445,Ray%20Amorosi,/poets/ray-amorosi
2446,Sandy%20Florian,/poets/sandy-florian
2447,Duane%20Niatum,/poets/duane-niatum
2448,David%20Biespiel,/poets/david-biespiel
2449,Chard%20DeNiord,/poets/chard-deniord
2450,Kate%20Buckley,/poets/kate-buckley
2451,Maggie%20Dietz,/poets/maggie-dietz
2452,Veronica%20Patterson,/poets/veronica-patterson
2453,Chidiock%20Tichborne,/poets/chidiock-tichborne
2454,David%20Orr,/poets/david-orr
2455,Fiona%20Sampson,/poets/fiona-sampson
2456,James%20Thomson,/poets/james-thomson
2457,David%20Lau,/poets/david-lau
2458,David%20Roderick,/poets/david-roderick
2459,Desirée%20Alvarez,/poets/desiree-alvarez
2460,Katharine%20Tynan,/poets/katharine-tynan
2461,Sarah%20Louisa%20Forten,/poets/sarah-louisa-forten
2462,Eugénio%20de%20Andrade,/poets/eugenio-de-andrade
2463,Lola%20Haskins,/poets/lola-haskins
2464,Rainer%20Maria%20Rilke,/poets/rainer-maria-rilke
2465,Elizabeth%20Moody,/poets/elizabeth-moody
2466,Glenn%20Morazzini,/poets/glenn-morazzini
2467,Wallace%20Stevens,/poets/wallace-stevens
2468,Ava%20Leavell%20Haymon,/poets/ava-leavell-haymon
2469,François%20Villon,/poets/francois-villon
2470,Karen%20J.%20Weyant,/poets/karen-j-weyant
2471,Alice%20Lyons,/poets/alice-lyons
2472,Rodrigo%20Toscano,/poets/rodrigo-toscano
2473,S.J.%20Fowler,/poets/sj-fowler
2474,Julia%20Fiedorczuk,/poets/julia-fiedorczuk
2475,Thomas%20Lux,/poets/thomas-lux
2476,Lynne%20Thompson,/poets/lynne-thompson
2477,Susan%20Mitchell,/poets/susan-mitchell
2478,Louise%20Glück,/poets/louise-gluck
2479,Janet%20Eigner,/poets/janet-eigner
2480,David%20Lee,/poets/david-lee-garrison
2481,Dilruba%20Ahmed,/poets/dilruba-ahmed
2482,Phillip%20Carroll%20Morgan,/poets/phillip-carroll-morgan
2483,Simon%20Barraclough,/poets/simon-barraclough
2484,Edward%20Taylor,/poets/edward-taylor
2485,Brandy%20Nālani%20McDougall,/poets/brandy-nalani-mcdougall
2486,Yannis%20Ritsos,/poets/yannis-ritsos
2487,P.%20K.%20Page,/poets/p-k-page
2488,Aase%20Berg,/poets/aase-berg
2489,Keith%20Waldrop,/poets/keith-waldrop
2490,J.%20M.%20Synge,/poets/j-m-synge
2491,Dale%20Ritterbusch,/poets/dale-ritterbusch
2492,James%20Reidel,/poets/james-reidel
2493,Leila%20Wilson,/poets/leila-wilson
2494,elena%20minor,/poets/elena-minor
2495,William%20Lisle%20Bowles,/poets/william-lisle-bowles
2496,Philip%20Raisor,/poets/philip-raisor
2497,Isaac%20Rosenberg,/poets/isaac-rosenberg
2498,William%20Cole,/poets/william-cole
2499,Alissa%20Leigh,/poets/alissa-leigh
2500,Robert%20Gernhardt,/poets/robert-gernhardt
2501,Ilya%20Kutik,/poets/ilya-kutik
2502,Suzanne%20Buffam,/poets/suzanne-buffam
2503,Jennifer%20Wong,/poets/jennifer-wong
2504,Jacqueline%20Woodson,/poets/jacqueline-woodson
2505,Samuel%20Menashe,/poets/samuel-menashe
2506,Pierre%20Martory,/poets/pierre-martory
2507,Bruce%20Guernsey,/poets/bruce-guernsey
2508,Emily%20Brontë,/poets/emily-bronte
2509,Luci%20Tapahonso,/poets/luci-tapahonso
2510,Pedro%20Pietri,/poets/pedro-pietri
2511,Jacob%20Saenz,/poets/jacob-saenz
2512,Larry%20Levis,/poets/larry-levis
2513,Barbara%20Perez,/poets/barbara-perez
2514,Ange%20Mlinko,/poets/ange-mlinko
2515,Anne%20Bradstreet,/poets/anne-bradstreet
2516,Vincent%20O’Sullivan,/poets/vincent-osullivan
2517,Bill%20Manhire,/poets/bill-manhire
2518,Wilfred%20Owen,/poets/wilfred-owen
2519,Elizabeth-Jane%20Burnett,/poets/elizabeth-jane-burnett
2520,Richard%20Crashaw,/poets/richard-crashaw
2521,Joyce%20Carol%20Oates,/poets/joyce-carol-oates
2522,Virgil,/poets/virgil
2523,Samiya%20Bashir,/poets/samiya-bashir
2524,Stephen%20Sexton,/poets/stephen-sexton
2525,Walt%20Whitman,/poets/walt-whitman
2526,Æmilia%20Lanyer,/poets/aemilia-lanyer
2527,Georgiana%20Cohen,/poets/georgiana-cohen
2528,Nancy%20Miller%20Gomez,/poets/nancy-miller-gomez
2529,Zehra%20Çirac,/poets/zehra-cirac
2530,Víctor%20Rodríguez%20Núñez,/poets/victor-rodriguez-nunez
2531,Monica%20Youn,/poets/monica-youn
2532,Ishmael%20Angaluuk%20Hope,/poets/ishmael-angaluuk-hope
2533,Bruce%20Snider,/poets/bruce-snider
2534,Leslie%20Bulion,/poets/leslie-bulion
2535,Michelle%20Mitchell-Foust,/poets/michelle-mitchell-foust
2536,Kenn%20Nesbitt,/poets/kenn-nesbitt
2537,Debra%20Nystrom,/poets/debra-nystrom
2538,Patricia%20Jabbeh%20Wesley,/poets/patricia-jabbeh-wesley
2539,Hai-Dang%20Phan,/poets/hai-dang-phan
2540,Kenneth%20Goldsmith,/poets/kenneth-goldsmith
2541,Tom%20Wayman,/poets/tom-wayman
2542,Eduardo%20Chirinos,/poets/eduardo-chirinos
2543,Casey%20Pycior,/poets/casey-pycior
2544,Leah%20Umansky,/poets/leah-umansky
2545,Yone%20Noguchi,/poets/yone-noguchi
2546,James%20Edwin%20Campbell,/poets/james-edwin-campbell
2547,Rebecca%20Gayle%20Howell,/poets/rebecca-gayle-howell
2548,Lisa%20Ampleman,/poets/lisa-ampleman
2549,Caoilinn%20Hughes,/poets/caoilinn-hughes
2550,Anna%20Swir,/poets/anna-swir
2551,Mahogany%20L.%20Browne,/poets/mahogany-l-browne
2552,William%20Makepeace%20Thackeray,/poets/william-makepeace-thackeray
2553,Shuzo%20Takiguchi,/poets/shuzo-takiguchi
2554,Donald%20Davie,/poets/donald-davie
2555,Denise%20Low,/poets/denise-low
2556,Marin%20Sorescu,/poets/marin-sorescu
2557,Linh%20Dinh,/poets/linh-dinh
2558,Robin%20Chapman,/poets/robin-chapman
2559,Reginald%20O'Hare%20Gibson,/poets/reginald-ohare-gibson
2560,Tayi%20Tibble,/poets/tayi-tibble
2561,Philip%20Gross,/poets/philip-gross
2562,Ana%20Božičević,/poets/ana-bozicevic
2563,Lee%20Herrick,/poets/lee-herrick
2564,Stephen%20Dunn,/poets/stephen-dunn
2565,Daniel%20Webster%20Davis,/poets/daniel-webster-davis
2566,James%20Arthur,/poets/james-arthur
2567,Bonny%20Cassidy,/poets/bonny-cassidy
2568,Frank%20Stanford,/poets/frank-stanford
2569,Kim%20Addonizio,/poets/kim-addonizio
2570,Eric%20Gansworth,/poets/eric-gansworth
2571,Diakwain,/poets/diakwain
2572,Jason%20Guriel,/poets/jason-guriel
2573,Carrie%20Olivia%20Adams,/poets/carrie-olivia-adams
2574,Izumi%20Shikibu,/poets/izumi-shikibu
2575,William%20Cartwright,/poets/william-cartwright
2576,Gabriel%20Spera,/poets/gabriel-spera
2577,Joan%20Larkin,/poets/joan-larkin
2578,Jenny%20George,/poets/jenny-george
2579,May%20Wedderburn%20Cannan,/poets/may-wedderburn-cannan
2580,Sydney%20Lea,/poets/sydney-lea
2581,Yi%20Sang,/poets/yi-sang
2582,Colin%20Cheney,/poets/colin-cheney
2583,Gary%20Snyder,/poets/gary-snyder
2584,Grace%20Cavalieri,/poets/grace-cavalieri
2585,Melissa%20Broder,/poets/melissa-broder
2586,John%20Keats,/poets/john-keats
2587,Sir%20Philip%20Sidney,/poets/philip-sidney
2588,C.%20K.%20Stead,/poets/c-k-stead
2589,Cynthia%20Arrieu-King,/poets/cynthia-arrieu-king
2590,Kobayashi%20Issa,/poets/kobayashi-issa
2591,Kim%20Parko,/poets/kim-parko
2592,Yvonne%20Zipter,/poets/yvonne-zipter
2593,Alice%20Fulton,/poets/alice-fulton
2594,Julia%20Ward%20Howe,/poets/julia-ward-howe
2595,Carl%20Marcum,/poets/carl-marcum
2596,Michelle%20Bennett,/poets/michelle-bennett
2597,Roy%20White,/poets/roy-white
2598,Oscar%20Wilde,/poets/oscar-wilde
2599,Curzio%20Malaparte,/poets/curzio-malaparte
2600,Jessie%20Pope,/poets/jessie-pope
2601,Rory%20Waterman,/poets/rory-waterman
2602,George%20Kalogeris,/poets/george-kalogeris
2603,Vona%20Groarke,/poets/vona-groarke
2604,Constance%20Urdang,/poets/constance-urdang
2605,Adam%20Clay,/poets/adam-clay
2606,Christine%20Lynn%20Mahoney,/poets/christine-lynn-mahoney
2607,Spencer%20Reece,/poets/spencer-reece
2608,Oskar%20Pastior,/poets/oskar-pastior
2609,Tiffany%20Higgins,/poets/tiffany-higgins
2610,P.%20Inman,/poets/p-inman
2611,Joshua%20Clover,/poets/joshua-clover
2612,J.%20T.%20Ledbetter,/poets/j-t-ledbetter
2613,Nick%20Carbó,/poets/nick-carbo-57ac93a4c8948
2614,Emily%20Hunt,/poets/emily-hunt
2615,Raffaello%20Baldini,/poets/raffaello-baldini
2616,Ivor%20Gurney,/poets/ivor-gurney
2617,Yoko%20Ono,/poets/yoko-ono
2618,Robert%20VanderMolen,/poets/robert-vandermolen
2619,José%20Antonio%20Rodríguez,/poets/jose-antonio-rodriguez
2620,John%20Beer,/poets/john-beer
2621,Christopher%20Smart,/poets/christopher-smart
2622,Gary%20Barwin,/poets/gary-barwin
2623,George%20Peele,/poets/george-peele
2624,Emily%20Wilson,/poets/emily-wilson
2625,Ethel%20Lynn%20Beers,/poets/ethel-lynn-beers
2626,Wong%20May,/poets/wong-may
2627,Erez%20Bitton,/poets/erez-bitton
2628,Denis%20Johnson,/poets/denis-johnson
2629,Alfred%20Starr%20Hamilton,/poets/alfred-starr-hamilton
2630,Patrick%20Phillips,/poets/patrick-phillips
2631,Micah%20Ballard,/poets/micah-ballard
2632,Robert%20Frost,/poets/robert-frost
2633,Marcus%20Slease,/poets/marcus-slease
2634,Crisosto%20Apache,/poets/crisosto-apache
2635,Sharmila%20Voorakkara,/poets/sharmila-voorakkara
2636,Luther%20Hughes,/poets/luther-hughes
2637,Billy%20Collins,/poets/billy-collins
2638,Norman%20Dubie,/poets/norman-dubie
2639,Jane%20Huffman,/poets/jane-huffman
2640,G.%20K.%20Chesterton,/poets/g-k-chesterton
2641,James%20L.%20Dickey,/poets/james-l-dickey
2642,Kate%20Greenstreet,/poets/kate-greenstreet
2643,Terese%20Svoboda,/poets/terese-svoboda
2644,Dobby%20Gibson,/poets/dobby-gibson
2645,Chris%20Glomski,/poets/chris-glomski
2646,Richard%20Barnfield,/poets/richard-barnfield
2647,Ava%20Schicke,/poets/ava-schicke
2648,Pat%20Emile,/poets/pat-emile
2649,Alice%20Miller,/poets/alice-miller
2650,Cynthia%20Ventresca,/poets/cynthia-ventresca
2651,Uladzimir%20Niakliaeu,/poets/uladzimir-niakliaeu
2652,Rabi'a,/poets/rabia
2653,Joel%20Dias-Porter,/poets/joel-dias-porter
2654,Jorge%20Sánchez,/poets/jorge-sanchez
2655,Dayna%20Patterson,/poets/dayna-patterson
2656,Catherine%20Bowman,/poets/catherine-bowman
2657,Emily%20Berry,/poets/emily-berry
2658,Joanne%20Dominique%20Dwyer,/poets/joanne-dominique-dwyer
2659,Coleman%20Barks,/poets/coleman-barks
2660,Jean%20Nordhaus,/poets/jean-nordhaus
2661,Joan%20Horton,/poets/joan-horton
2662,Kevin%20Killian,/poets/kevin-killian
2663,Oliver%20Wendell%20Holmes%20Sr.,/poets/oliver-wendell-holmes
2664,Alfred%20Noyes,/poets/alfred-noyes
2665,April%20Ossmann,/poets/april-ossmann
2666,Jennifer%20Michael%20Hecht,/poets/jennifer-michael-hecht
2667,George%20Moses%20Horton,/poets/george-moses-horton
2668,Reb%20Livingston,/poets/reb-livingston
2669,Janet%20McNally,/poets/janet-mcnally
2670,Hannah%20Sanghee%20Park,/poets/hannah-sanghee-park
2671,W.%20E.%20B.%20Du%20Bois,/poets/w-e-b-du-bois
2672,David%20Shook,/poets/david-shook
2673,Philip%20Gallo,/poets/philip-gallo
2674,Jane%20Whitledge,/poets/jane-whitledge
2675,Kevin%20Young,/poets/kevin-young
2676,Philip%20White,/poets/philip-white
2677,JonArno%20Lawson,/poets/jonarno-lawson
2678,Lucy%20Larcom,/poets/lucy-larcom
2679,Babette%20Deutsch,/poets/babette-deutsch
2680,mIEKAL%20aND,/poets/miekal-and
2681,John%20McAuliffe,/poets/john-mcauliffe
2682,Peg%20Boyers,/poets/peg-boyers
2683,David%20Harsent,/poets/david-harsent
2684,James%20Thomas%20Stevens,/poets/james-thomas-stevens
2685,William%20Hathaway,/poets/william-hathaway
2686,Howard%20Moss,/poets/howard-moss
2687,Barbara%20Howes,/poets/barbara-howes
2688,D.%20R.%20Goodman,/poets/d-r-goodman
2689,Will%20Allen%20Dromgoole,/poets/will-allen-dromgoole
2690,G.%20Maria%20Hindmarch,/poets/g-maria-hindmarch
2691,Joe%20Brainard,/poets/joe-brainard
2692,Juan%20Felipe%20Herrera,/poets/juan-felipe-herrera
2693,Angelos%20Sikelianos,/poets/angelos-sikelianos
2694,Ouyang%20Jianghe,/poets/ouyang-jianghe
2695,Jeffrey%20Skinner,/poets/jeffrey-skinner
2696,Frannie%20Lindsay,/poets/frannie-lindsay
2697,May%20Sarton,/poets/may-sarton
2698,Christopher%20Logue,/poets/christopher-logue
2699,Robert%20Nichols,/poets/robert-nichols
2700,Rachel%20Galvin,/poets/rachel-galvin
2701,Charif%20Shanahan,/poets/charif-shanahan
2702,Lita%20Hooper,/poets/lita-hooper
2703,Kerri%20Webster,/poets/kerri-webster
2704,Ciaran%20Berry,/poets/ciaran-berry
2705,Judith%20Kitchen,/poets/judith-kitchen
2706,Jeffrey%20McDaniel,/poets/jeffrey-mcdaniel
2707,Gabriel%20Ojeda-Sague,/poets/gabriel-ojeda-sague
2708,Laren%20McClung,/poets/laren-mcclung
2709,April%20Lindner,/poets/april-lindner
2710,Robert%20West,/poets/robert-west
2711,Franco%20Buffoni,/poets/franco-buffoni
2712,Natasha%20Trethewey,/poets/natasha-trethewey
2713,Kathryn%20Stripling%20Byer,/poets/kathryn-stripling-byer
2714,Gail%20Mazur,/poets/gail-mazur
2715,Rebekah%20Gumpert%20Hyneman,/poets/rebekah-gumpert-hyneman
2716,Daniel%20Tiffany,/poets/daniel-tiffany
2717,Janet%20Loxley%20Lewis,/poets/janet-loxley-lewis
2718,Pat%20Mora,/poets/pat-mora
2719,Amit%20Majmudar,/poets/amit-majmudar
2720,Jeanie%20Greensfelder,/poets/jeanie-greensfelder
2721,Camille%20T.%20Dungy,/poets/camille-t-dungy
2722,Lisa%20Williams,/poets/lisa-williams
2723,Juhan%20Liiv,/poets/juhan-liiv
2724,Colette%20Bryce,/poets/colette-bryce
2725,Judy%20Loest,/poets/judy-loest
2726,Dave%20Smith,/poets/dave-smith
2727,Galway%20Kinnell,/poets/galway-kinnell
2728,Dante%20Gabriel%20Rossetti,/poets/dante-gabriel-rossetti
2729,Lehua%20M.%20Taitano,/poets/lehua-m-taitano
2730,Mark%20Twain,/poets/mark-twain
2731,Juan%20Ramón%20Jiménez,/poets/juan-ramon-jimaenez
